State,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
USA.MD,US,Land-Use Change and Forestry,All GHG,-6.53576,-6.69862,-6.46735,-6.47733,-6.26408,-6.21427,-6.07489,-6.02819,-5.99806,-6.06783,-5.70193,-5.78179,-5.79824,-5.59418,-5.52792,-5.6669,-5.79179,-5.98543,-5.74866,-5.77905,-5.9016,-5.8401,-5.77392,-5.77836,-5.93361,-5.78837,-5.7694,-5.71404,-5.61303,-5.51548,-5.44914
USA.MD,US,Waste,CH4,2.156609,2.136759,2.11689,2.1411,1.990532,1.731741,1.576417,1.425515,1.236229,1.255937,1.136707,1.15807,1.199012,1.243122,1.210297,1.106395,1.083152,1.048499,1.028436,0.955288,1.928624,1.816779,1.519611,1.435315,1.562959,1.375867,1.410486,1.476029,1.448216,1.47775,1.476353
USA.MD,US,Waste,N2O,0.323506,0.331506,0.339696,0.344841,0.35631,0.35877,0.365503,0.367986,0.37665,0.389416,0.396164,0.397915,0.409748,0.414803,0.417155,0.417211,0.426169,0.42655,0.421325,0.415578,0.420249,0.430044,0.463099,0.432702,0.445304,0.45629,0.477176,0.49082,0.492578,0.492144,0.49588
USA.MD,US,Waste,All GHG,2.480115,2.468265,2.456586,2.485941,2.346842,2.09051,1.94192,1.793502,1.612879,1.645353,1.532871,1.555985,1.608761,1.657925,1.627452,1.523606,1.509322,1.475049,1.449761,1.370866,2.348873,2.246823,1.982711,1.868017,2.008264,1.832158,1.887662,1.966849,1.940794,1.969894,1.972233
USA.MD,US,Total including LUCF,All GHG,72.58634,70.60052,71.21053,73.14948,74.44122,74.01031,76.77838,77.50244,79.97682,82.30829,83.04272,83.23645,84.0738,86.88172,88.04419,88.9185,82.40439,82.46947,77.56341,74.16752,74.56751,74.58372,65.80069,65.23139,67.60287,65.75321,63.81603,58.26181,64.8094,60.30474,51.42466
USA.MD,US,Total excluding LUCF,CH4,4.18196,4.124843,4.061789,4.017224,3.825721,3.521353,3.325194,3.081828,2.843563,2.828995,2.722978,2.665367,2.776108,2.776275,2.715659,2.593602,2.555155,2.404908,2.357658,2.289717,3.267722,3.136965,2.828222,2.704039,2.821541,2.622699,2.646817,2.697097,2.700774,2.7128,2.651416
USA.MD,US,Total excluding LUCF,CO2,71.33968,69.73649,69.96902,71.94572,73.09198,72.61812,75.1243,76.16172,78.79227,81.1548,81.20342,81.8782,82.43157,84.99619,86.11951,87.35127,81.03996,81.65616,76.42283,72.81101,72.52701,72.08706,64.11121,63.34718,66.13791,64.42181,62.44658,56.90152,63.24438,58.63287,49.88197
USA.MD,US,Total excluding LUCF,N2O,2.580847,2.522827,2.758327,2.78023,2.850025,2.92705,3.042719,2.844934,2.899457,2.838166,3.158891,2.944263,2.89772,2.95566,2.99211,2.799421,2.696368,2.534817,2.5453,2.56939,2.361204,2.508125,2.339798,2.330963,2.351211,2.208095,2.182706,2.067581,2.152246,2.097464,1.918194
USA.MD,US,Total excluding LUCF,F-Gas,1.019602,0.914973,0.888742,0.88363,0.937573,1.158058,1.361063,1.442146,1.439596,1.55416,1.65937,1.530405,1.766651,1.747785,1.744824,1.841112,1.904697,1.859008,1.986286,2.276454,2.313176,2.691662,2.29538,2.627573,2.22582,2.288978,2.309325,2.309649,2.325028,2.377088,2.422217
USA.MD,US,Total excluding LUCF,All GHG,79.12209,77.29914,77.67788,79.6268,80.7053,80.22458,82.85328,83.53063,85.97488,88.37612,88.74465,89.01824,89.87205,92.47591,93.57211,94.5854,88.19618,88.4549,83.31207,79.94657,80.46911,80.42381,71.57461,71.00975,73.53648,71.54158,69.58543,63.97584,70.42243,65.82022,56.8738
USA.MD,US,Total including LUCF,CH4,4.514816,4.457544,4.394412,4.349821,4.158116,3.85364,3.657454,3.414063,3.175771,3.161177,3.055111,2.99783,3.107721,3.107038,3.045572,2.922816,2.883037,2.732623,2.685189,2.617316,3.59489,3.464031,3.155465,3.03146,3.149141,2.950477,2.974773,3.025232,3.029087,3.04154,2.980084
USA.MD,US,Total including LUCF,CO2,64.43508,62.66916,63.1277,65.09164,66.45221,66.02823,68.67257,69.75866,72.42718,74.71961,75.12482,75.7201,76.26347,79.03039,80.20661,81.30056,74.8649,75.28691,70.29218,66.65309,66.26343,65.8811,57.97571,57.20579,59.84119,58.2717,56.31379,50.82213,57.26475,52.74971,44.06476
USA.MD,US,Total including LUCF,N2O,2.616833,2.558846,2.799674,2.824382,2.893317,2.970382,3.087297,2.887566,2.934275,2.87335,3.203427,2.988111,2.93596,2.996513,3.047185,2.85401,2.751759,2.590921,2.599755,2.62066,2.396005,2.546921,2.374134,2.366573,2.386724,2.242057,2.218138,2.104792,2.190534,2.136397,1.957591
USA.MD,US,Total including LUCF,F-Gas,1.019602,0.914973,0.888742,0.88363,0.937573,1.158058,1.361063,1.442146,1.439596,1.55416,1.65937,1.530405,1.766651,1.747785,1.744824,1.841112,1.904697,1.859008,1.986286,2.276454,2.313176,2.691662,2.29538,2.627573,2.22582,2.288978,2.309325,2.309649,2.325028,2.377088,2.422217
USA.ME,US,Agriculture,CH4,0.264186,0.265509,0.260668,0.269146,0.268338,0.256164,0.264547,0.26522,0.263052,0.267801,0.262599,0.261767,0.265632,0.258277,0.248534,0.253109,0.248801,0.251057,0.264242,0.264498,0.26541,0.269405,0.267922,0.270955,0.265874,0.269672,0.272424,0.276136,0.272827,0.265622,0.265426
USA.ME,US,Agriculture,CO2,0.002062,0.002903,0.004404,0.003285,0.002431,0.002559,0.005667,0.004054,0.004475,0.00454,0.003511,0.003969,0.004493,0.004935,0.005926,0.007143,0.008124,0.008124,0.007722,0.006509,0.004198,0.001814,0.002254,0.001667,0.000589,0.000953,0.001285,0.000467,0.000244,2.07E-05,2.07E-05
USA.ME,US,Agriculture,N2O,0.345051,0.329991,0.319132,0.321329,0.331449,0.322279,0.354648,0.341356,0.350008,0.348634,0.328322,0.305327,0.343882,0.362099,0.354011,0.372178,0.402302,0.361891,0.380947,0.363034,0.353302,0.328826,0.326395,0.328561,0.293874,0.299234,0.296955,0.293495,0.303418,0.307779,0.281583
USA.ME,US,Agriculture,All GHG,0.611299,0.598403,0.584203,0.593761,0.602218,0.581002,0.624862,0.610631,0.617536,0.620975,0.594432,0.571063,0.614008,0.62531,0.60847,0.63243,0.659227,0.621073,0.652912,0.634042,0.62291,0.600044,0.596572,0.601182,0.560337,0.569859,0.570664,0.570098,0.576489,0.573422,0.54703
USA.ME,US,Energy,CH4,0.277878,0.286564,0.287841,0.280654,0.279863,0.280789,0.277278,0.263405,0.237678,0.238412,0.254764,0.253718,0.253821,0.224839,0.228158,0.242403,0.22522,0.223146,0.240641,0.274269,0.285912,0.28326,0.259087,0.291715,0.297429,0.359702,0.297527,0.289244,0.320515,0.335038,0.297519
USA.ME,US,Energy,CO2,18.08249,17.96017,18.82552,18.07603,19.24863,18.07775,18.8334,19.00719,18.35099,19.50123,21.49169,21.87764,23.21997,23.37128,23.61814,22.29179,20.90533,20.49532,18.56172,17.82747,17.52016,17.45591,15.32875,16.05671,16.12399,16.1247,15.4974,14.20309,14.11708,13.75159,12.8355
USA.ME,US,Energy,N2O,0.352047,0.37028,0.388287,0.392843,0.406845,0.41711,0.420348,0.429361,0.399501,0.405285,0.406642,0.395343,0.384124,0.355826,0.344264,0.325442,0.317137,0.29512,0.308099,0.26543,0.266414,0.261866,0.243145,0.233606,0.221168,0.216333,0.192372,0.178459,0.179149,0.183033,0.157884
USA.ME,US,Energy,All GHG,18.71242,18.61702,19.50165,18.74953,19.93534,18.77565,19.53103,19.69996,18.98817,20.14493,22.1531,22.5267,23.85792,23.95195,24.19057,22.85963,21.44769,21.01358,19.11046,18.36717,18.07248,18.00104,15.83098,16.58204,16.64259,16.70074,15.9873,14.67079,14.61674,14.26966,13.2909
USA.ME,US,Industrial Processes,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.ME,US,Industrial Processes,CO2,0.755362,0.727315,0.783906,0.860159,0.792297,0.826344,0.802478,0.834724,0.877231,0.88148,0.864346,0.863346,0.865861,0.810411,0.85122,0.857953,0.863638,0.894135,0.776358,0.54748,0.239678,0.270579,0.261016,0.276467,0.303789,0.289547,0.296765,0.305975,0.281937,0.280969,0.269576
USA.ME,US,Industrial Processes,N2O,0.021389,0.02064,0.019272,0.021784,0.02164,0.021668,0.021622,0.023086,0.022735,0.022883,0.023162,0.022472,0.02034,0.020756,0.021039,0.021358,0.022032,0.022797,0.022238,0.021035,0.021513,0.020898,0.021665,0.021981,0.021674,0.021971,0.021123,0.021276,0.021187,0.021324,0.020754
USA.ME,US,Industrial Processes,F-Gas,0.210192,0.206035,0.208951,0.240028,0.272628,0.352856,0.404691,0.447329,0.500369,0.533806,0.52,0.490933,0.506027,0.51432,0.51852,0.524372,0.551304,0.56444,0.582889,0.618968,0.648905,0.762373,0.673898,0.751875,0.640136,0.653557,0.642625,0.647101,0.63892,0.639635,0.643433
USA.ME,US,Industrial Processes,All GHG,0.986943,0.95399,1.01213,1.121971,1.086564,1.200868,1.228791,1.305138,1.400335,1.438169,1.407508,1.376752,1.392228,1.345487,1.390779,1.403683,1.436974,1.481371,1.381485,1.187484,0.910095,1.05385,0.956578,1.050323,0.965599,0.965075,0.960513,0.974351,0.942044,0.941927,0.933763
USA.ME,US,Land-Use Change and Forestry,CH4,0.3387,0.338641,0.341907,0.339613,0.337914,0.337697,0.337626,0.337686,0.337619,0.337643,0.336516,0.335641,0.335134,0.335201,0.333066,0.333171,0.334215,0.3333,0.331712,0.331662,0.331711,0.331615,0.33042,0.330395,0.330425,0.330447,0.330485,0.330471,0.330473,0.330496,0.330505
USA.ME,US,Land-Use Change and Forestry,CO2,-1.73734,-1.71769,-1.93082,-2.10208,-2.28184,-2.5879,-2.82441,-3.02051,-3.47905,-4.0088,-4.21977,-4.68453,-5.06095,-5.40635,-5.78883,-6.17476,-6.6073,-6.89247,-7.22812,-7.85548,-8.21465,-8.61601,-8.74216,-9.09325,-9.19287,-9.35705,-9.61613,-9.48765,-9.35423,-9.22151,-9.11375
USA.ME,US,Land-Use Change and Forestry,N2O,0.01712,0.01713,0.018353,0.019003,0.018707,0.018677,0.018968,0.018652,0.016736,0.016893,0.019151,0.01896,0.017602,0.018439,0.022003,0.021998,0.022394,0.022739,0.022342,0.02161,0.017912,0.019045,0.018094,0.018653,0.018571,0.018659,0.018996,0.019372,0.01961,0.019761,0.019856
USA.ME,US,Land-Use Change and Forestry,All GHG,-1.38152,-1.36192,-1.57056,-1.74347,-1.92522,-2.23153,-2.46781,-2.66417,-3.1247,-3.65427,-3.8641,-4.32993,-4.70821,-5.05271,-5.43376,-5.81959,-6.25069,-6.53643,-6.87407,-7.5022,-7.86502,-8.26535,-8.39365,-8.74421,-8.84387,-9.00794,-9.26665,-9.13781,-9.00414,-8.87125,-8.76339
USA.ME,US,Waste,CH4,0.502548,0.511951,0.515235,0.46802,0.474678,0.50088,0.554852,0.539638,0.574808,0.666565,0.693377,0.678988,0.644473,0.599449,0.60158,0.687706,0.80042,0.764034,0.81007,0.771489,0.63545,0.589104,0.469654,0.45002,0.461043,0.433231,0.410471,0.405971,0.403294,0.403644,0.41015
USA.ME,US,Waste,N2O,0.084209,0.085535,0.086855,0.087719,0.08993,0.089952,0.091373,0.09177,0.093463,0.096385,0.097872,0.097331,0.099358,0.101199,0.102375,0.101612,0.103084,0.10215,0.099701,0.096469,0.095644,0.092885,0.094553,0.097029,0.096075,0.094422,0.094687,0.097717,0.100059,0.100962,0.103062
USA.ME,US,Waste,All GHG,0.586758,0.597485,0.60209,0.555739,0.564608,0.590832,0.646225,0.631409,0.66827,0.76295,0.791248,0.776319,0.743831,0.700648,0.703955,0.789317,0.903504,0.866184,0.909771,0.867958,0.731094,0.681989,0.564207,0.54705,0.557118,0.527653,0.505158,0.503688,0.503353,0.504606,0.513212
USA.ME,US,Total including LUCF,All GHG,19.5159,19.40497,20.12951,19.27754,20.26351,18.91683,19.5631,19.58296,18.54962,19.31275,21.08219,20.9209,21.89977,21.57069,21.46001,19.86547,18.1967,17.44578,15.18056,13.55445,12.47156,12.07157,9.554688,10.03638,9.881767,9.755382,8.756984,7.581116,7.634482,7.418366,6.521516
USA.ME,US,Total excluding LUCF,CH4,1.044613,1.064024,1.063744,1.01782,1.022879,1.037833,1.096677,1.068264,1.075539,1.172778,1.210739,1.194473,1.163925,1.082565,1.078272,1.183218,1.274441,1.238238,1.314954,1.310257,1.186772,1.141769,0.996663,1.01269,1.024346,1.062605,0.980422,0.971351,0.996636,1.004304,0.973095
USA.ME,US,Total excluding LUCF,CO2,18.83992,18.69039,19.61383,18.93948,20.04336,18.90665,19.64155,19.84597,19.2327,20.38725,22.35955,22.74495,24.09033,24.18663,24.47529,23.15688,21.77709,21.39758,19.3458,18.38146,17.76403,17.7283,15.59202,16.33485,16.42837,16.4152,15.79545,14.50953,14.39926,14.03258,13.10509
USA.ME,US,Total excluding LUCF,N2O,0.802697,0.806446,0.813547,0.823675,0.849865,0.851009,0.887991,0.885573,0.865707,0.873187,0.855997,0.820474,0.847705,0.83988,0.821688,0.82059,0.844555,0.781957,0.810985,0.745968,0.736873,0.704476,0.685758,0.681177,0.632791,0.631961,0.605137,0.590947,0.603813,0.613098,0.563284
USA.ME,US,Total excluding LUCF,F-Gas,0.210192,0.206035,0.208951,0.240028,0.272628,0.352856,0.404691,0.447329,0.500369,0.533806,0.52,0.490933,0.506027,0.51432,0.51852,0.524372,0.551304,0.56444,0.582889,0.618968,0.648905,0.762373,0.673898,0.751875,0.640136,0.653557,0.642625,0.647101,0.63892,0.639635,0.643433
USA.ME,US,Total excluding LUCF,All GHG,20.89742,20.7669,21.70007,21.021,22.18873,21.14835,22.03091,22.24713,21.67431,22.96702,24.94629,25.25083,26.60798,26.62339,26.89377,25.68506,24.44739,23.98221,22.05462,21.05666,20.33658,20.33692,17.94834,18.78059,18.72564,18.76332,18.02364,16.71893,16.63863,16.28962,15.28491
USA.ME,US,Total including LUCF,CH4,1.383313,1.402665,1.405651,1.357432,1.360793,1.37553,1.434303,1.405951,1.413158,1.510421,1.547255,1.530114,1.49906,1.417765,1.411338,1.516389,1.608657,1.571538,1.646666,1.641919,1.518483,1.473385,1.327082,1.343086,1.35477,1.393052,1.310907,1.301822,1.327109,1.3348,1.303601
USA.ME,US,Total including LUCF,CO2,17.10258,16.9727,17.68301,16.8374,17.76152,16.31875,16.81714,16.82546,15.75365,16.37844,18.13978,18.06042,19.02938,18.78028,18.68646,16.98213,15.16979,14.50511,12.11768,10.52599,9.549386,9.112289,6.849856,7.241593,7.235498,7.058153,6.179319,5.021874,5.045029,4.811073,3.991343
USA.ME,US,Total including LUCF,N2O,0.819817,0.823576,0.8319,0.842678,0.868572,0.869686,0.906959,0.904225,0.882443,0.890081,0.875148,0.839434,0.865306,0.85832,0.843691,0.842587,0.86695,0.804696,0.833327,0.767579,0.754785,0.72352,0.703852,0.69983,0.651362,0.65062,0.624133,0.61032,0.623423,0.632859,0.58314
USA.ME,US,Total including LUCF,F-Gas,0.210192,0.206035,0.208951,0.240028,0.272628,0.352856,0.404691,0.447329,0.500369,0.533806,0.52,0.490933,0.506027,0.51432,0.51852,0.524372,0.551304,0.56444,0.582889,0.618968,0.648905,0.762373,0.673898,0.751875,0.640136,0.653557,0.642625,0.647101,0.63892,0.639635,0.643433
USA.MI,US,Agriculture,CH4,2.823193,2.801793,2.730071,2.835272,2.898898,2.925584,2.783144,2.715241,2.732363,2.768942,2.71472,2.718031,2.772346,2.844626,2.815029,2.962633,3.017723,3.267394,3.251179,3.309247,3.551294,3.570422,3.746255,3.805844,3.885516,4.16605,4.445512,4.556927,4.607189,4.544022,4.616157
USA.MI,US,Agriculture,CO2,0.136503,0.136142,0.124412,0.116143,0.06749,0.100362,0.091004,0.092001,0.094903,0.102896,0.103599,0.100908,0.071517,0.130847,0.171291,0.107023,0.096446,0.126159,0.286287,0.1074,0.143588,0.120483,0.19525,0.38564,0.410507,0.072524,0.086119,0.351292,0.087341,0.167557,0.170339
USA.MI,US,Agriculture,N2O,5.889558,5.761541,5.827994,5.544488,5.748538,5.368357,5.658195,5.370472,5.527724,5.925783,5.834243,5.636502,5.424891,5.89383,5.649267,5.148353,5.96663,5.240349,5.68211,5.388559,5.75649,5.827373,5.302406,5.976587,5.910673,6.168323,5.838393,5.784412,6.018608,6.109344,5.629391
USA.MI,US,Agriculture,All GHG,8.849254,8.699476,8.682477,8.495903,8.714927,8.394303,8.532343,8.177714,8.354989,8.797621,8.652562,8.455441,8.268754,8.869303,8.635588,8.218009,9.080798,8.633902,9.219576,8.805206,9.451371,9.518279,9.243912,10.16807,10.2067,10.4069,10.37002,10.69263,10.71314,10.82092,10.41589
USA.MI,US,Energy,CH4,5.610856,5.634892,5.638508,5.528171,5.600676,5.411571,5.519351,5.869295,5.739691,5.569659,5.657451,5.583295,5.426847,5.314035,5.3136,5.37206,5.173259,5.008455,4.858829,4.618013,4.573747,4.417708,4.389891,4.492524,4.456519,4.536883,4.476167,4.461946,4.507731,4.513871,4.280099
USA.MI,US,Energy,CO2,177.9074,178.3325,178.6589,179.2125,183.3438,185.7476,191.1139,188.2837,187.298,192.577,191.0782,187.3388,188.415,186.6523,188.3592,189.0452,177.2761,179.6099,172.7848,163.3138,162.3702,157.2347,151.2851,159.22,158.9876,159.08,150.1441,150.4757,158.273,153.2584,132.7052
USA.MI,US,Energy,N2O,2.562638,2.659735,2.705416,2.820061,2.906311,2.924479,3.046606,3.007557,3.036047,2.947895,2.900829,2.762773,2.651945,2.598621,2.585215,2.488375,2.43157,2.275445,2.180386,2.000186,2.06333,1.937992,1.798229,1.830926,1.725137,1.765516,1.591355,1.546421,1.56876,1.47547,1.300635
USA.MI,US,Energy,All GHG,186.0809,186.6271,187.0028,187.5608,191.8508,194.0836,199.6799,197.1606,196.0737,201.0945,199.6364,195.6849,196.4938,194.5649,196.2581,196.9056,184.8809,186.8938,179.8241,169.932,169.0073,163.5904,157.4732,165.5435,165.1693,165.3824,156.2116,156.484,164.3495,159.2477,138.2859
USA.MI,US,Industrial Processes,CH4,0.003503,0.002945,0.003099,0.003115,0.002953,0.002973,0.002978,0.003011,0.002714,0.002611,0.002335,0.001779,0.001644,0.001494,0.001406,0.001491,0.001484,0.001443,0.001432,0.00093,0.003067,0.00321,0.003069,0.002916,0.002762,0.003013,0.003131,0.001743,0.002323,0.001872,0.00149
USA.MI,US,Industrial Processes,CO2,10.73561,9.693764,9.67722,9.478868,9.9425,10.50668,10.49822,10.51756,9.997967,9.654005,9.506034,8.908302,8.417339,7.938957,7.759484,7.972118,7.816175,7.48425,6.90075,4.409753,14.59465,14.51699,12.80077,12.27211,12.48606,12.06275,12.11278,9.228461,9.064701,9.139427,8.088045
USA.MI,US,Industrial Processes,N2O,0.155515,0.150628,0.141247,0.159438,0.158457,0.157869,0.15738,0.166261,0.164985,0.16392,0.16302,0.16206,0.144734,0.143877,0.142771,0.141423,0.139883,0.138108,0.136092,0.134315,0.132906,0.132048,0.131315,0.130655,0.129961,0.129076,0.128434,0.127956,0.127477,0.126873,0.126216
USA.MI,US,Industrial Processes,F-Gas,2.086145,1.93864,2.143159,2.232167,2.528309,3.26518,2.714177,3.147257,3.375718,3.688851,3.893327,4.488775,4.721518,4.902088,4.889968,5.17737,5.307346,5.527017,5.475135,4.538605,5.681953,5.617506,5.843463,5.239259,5.084049,5.175226,5.173029,5.15437,5.090748,5.220786,5.353339
USA.MI,US,Industrial Processes,All GHG,12.98077,11.78598,11.96472,11.87359,12.63222,13.9327,13.37276,13.83409,13.54138,13.50939,13.56472,13.56092,13.28523,12.98642,12.79363,13.2924,13.26489,13.15082,12.51341,9.083603,20.41257,20.26975,18.77861,17.64494,17.70283,17.37007,17.41738,14.51253,14.28525,14.48896,13.56909
USA.MI,US,Land-Use Change and Forestry,CH4,0.197687,0.191381,0.190991,0.189988,0.190126,0.190596,0.189351,0.185831,0.188412,0.192599,0.188873,0.184845,0.184786,0.185485,0.18546,0.186911,0.190335,0.203709,0.183934,0.184927,0.186287,0.183972,0.204975,0.181722,0.184221,0.184906,0.184902,0.184916,0.18165,0.181641,0.181887
USA.MI,US,Land-Use Change and Forestry,CO2,-13.5946,-13.338,-13.1089,-12.149,-12.8116,-12.2578,-12.629,-12.2556,-12.1007,-11.5853,-11.65,-12.9431,-12.7462,-12.8959,-12.561,-13.6331,-13.0941,-13.9538,-13.369,-14.0307,-13.5954,-14.177,-14.022,-13.5012,-13.5008,-13.3164,-13.5424,-13.4174,-13.2598,-13.1428,-13.0881
USA.MI,US,Land-Use Change and Forestry,N2O,0.185983,0.179914,0.190979,0.199082,0.197162,0.19837,0.202206,0.201942,0.189981,0.195156,0.213588,0.206886,0.196954,0.203652,0.231236,0.235129,0.243224,0.248616,0.236249,0.236758,0.211593,0.216381,0.228254,0.211307,0.215519,0.214495,0.219025,0.224802,0.220477,0.221375,0.222042
USA.MI,US,Land-Use Change and Forestry,All GHG,-13.2109,-12.9667,-12.727,-11.76,-12.4243,-11.8689,-12.2375,-11.8678,-11.7223,-11.1975,-11.2476,-12.5513,-12.3645,-12.5068,-12.1443,-13.211,-12.6605,-13.5015,-12.9488,-13.609,-13.1975,-13.7766,-13.5888,-13.1081,-13.101,-12.917,-13.1385,-13.0077,-12.8577,-12.7398,-12.6842
USA.MI,US,Waste,CH4,10.41098,10.71538,10.69759,11.57877,11.32824,10.95786,10.82269,9.961223,9.597494,9.444855,9.11529,8.751813,8.616571,8.435633,8.570145,8.311337,7.754465,7.662603,7.432837,7.163248,6.730649,6.387058,6.092375,5.740921,5.641293,5.923375,5.477827,5.53226,5.593504,5.501836,5.44945
USA.MI,US,Waste,N2O,0.608496,0.620557,0.633492,0.639808,0.656966,0.659396,0.671791,0.672481,0.685289,0.705134,0.713552,0.70179,0.706315,0.713508,0.717826,0.70777,0.714507,0.700967,0.676955,0.660227,0.657672,0.80754,0.723493,0.692609,0.749219,0.80448,0.885605,0.887147,0.856666,0.82894,0.8076
USA.MI,US,Waste,All GHG,11.01948,11.33594,11.33109,12.21858,11.98521,11.61726,11.49448,10.6337,10.28278,10.14999,9.828842,9.453603,9.322886,9.149141,9.287971,9.019107,8.468972,8.363571,8.109793,7.823475,7.38832,7.194598,6.815868,6.43353,6.390512,6.727855,6.363432,6.419407,6.45017,6.330776,6.257049
USA.MI,US,Total including LUCF,All GHG,205.7195,205.4818,206.2541,208.3888,212.7589,216.159,220.842,217.9382,216.5305,222.354,220.435,214.6035,215.0062,213.063,214.8309,214.2241,203.035,203.5406,196.718,182.0352,193.062,186.7964,178.7229,186.6819,186.3683,186.9703,177.224,175.1009,182.9404,178.1486,155.8438
USA.MI,US,Total excluding LUCF,CH4,18.84853,19.15501,19.06927,19.94533,19.83077,19.29799,19.12816,18.54877,18.07226,17.78607,17.4898,17.05492,16.81741,16.59579,16.70018,16.64752,15.94693,15.9399,15.54428,15.09144,14.85876,14.3784,14.23159,14.04221,13.98609,14.62932,14.40264,14.55288,14.71075,14.5616,14.3472
USA.MI,US,Total excluding LUCF,CO2,188.7795,188.1624,188.4605,188.8075,193.3538,196.3546,201.7031,198.8933,197.3909,202.3339,200.6878,196.348,196.9039,194.7221,196.29,197.1243,185.1887,187.2203,179.9719,167.8309,177.1085,171.8722,164.2811,171.8778,171.8842,171.2153,162.343,160.0554,167.4251,162.5653,140.9636
USA.MI,US,Total excluding LUCF,N2O,9.216207,9.192461,9.30815,9.163795,9.470271,9.110101,9.533972,9.216772,9.414046,9.742733,9.611644,9.263125,8.927885,9.349836,9.095079,8.48592,9.25259,8.354869,8.675543,8.183287,8.610398,8.704954,7.955445,8.630777,8.514989,8.867395,8.443788,8.345936,8.571511,8.540627,7.863842
USA.MI,US,Total excluding LUCF,F-Gas,2.086145,1.93864,2.143159,2.232167,2.528309,3.26518,2.714177,3.147257,3.375718,3.688851,3.893327,4.488775,4.721518,4.902088,4.889968,5.17737,5.307346,5.527017,5.475135,4.538605,5.681953,5.617506,5.843463,5.239259,5.084049,5.175226,5.173029,5.15437,5.090748,5.220786,5.353339
USA.MI,US,Total excluding LUCF,All GHG,218.9304,218.4485,218.9811,220.1488,225.1832,228.0279,233.0794,229.8061,228.2529,233.5515,231.6826,227.1548,227.3707,225.5698,226.9752,227.4351,215.6956,217.0421,209.6668,195.6442,206.2596,200.573,192.3116,199.79,199.4693,199.8872,190.3625,188.1086,195.7981,190.8884,168.528
USA.MI,US,Total including LUCF,CH4,19.04622,19.3464,19.26026,20.13532,20.0209,19.48859,19.31751,18.7346,18.26067,17.97867,17.67867,17.23976,17.00219,16.78127,16.88564,16.83443,16.13727,16.1436,15.72821,15.27637,15.04504,14.56237,14.43656,14.22393,14.17031,14.81423,14.58754,14.73779,14.8924,14.74324,14.52908
USA.MI,US,Total including LUCF,CO2,175.1849,174.8244,175.3516,176.6585,180.5422,184.0968,189.0741,186.6377,185.2901,190.7486,189.0378,183.4049,184.1576,181.8261,183.729,183.4912,172.0946,173.2665,166.6029,153.8002,163.5131,157.6952,150.2591,158.3766,158.3834,157.8989,148.8006,146.638,154.1653,149.4225,127.8755
USA.MI,US,Total including LUCF,N2O,9.402189,9.372375,9.499129,9.362876,9.667434,9.308471,9.736179,9.418714,9.604026,9.937889,9.825232,9.470011,9.124839,9.553487,9.326315,8.721049,9.495814,8.603485,8.911791,8.420045,8.821991,8.921335,8.183698,8.842084,8.730508,9.081889,8.662813,8.570738,8.791988,8.762001,8.085884
USA.MI,US,Total including LUCF,F-Gas,2.086145,1.93864,2.143159,2.232167,2.528309,3.26518,2.714177,3.147257,3.375718,3.688851,3.893327,4.488775,4.721518,4.902088,4.889968,5.17737,5.307346,5.527017,5.475135,4.538605,5.681953,5.617506,5.843463,5.239259,5.084049,5.175226,5.173029,5.15437,5.090748,5.220786,5.353339
USA.MN,US,Agriculture,CH4,6.160039,6.290904,6.145475,6.302399,6.14223,6.379348,6.295056,6.35209,6.388965,6.313165,6.383385,6.387592,6.350293,6.339813,6.133641,6.351103,6.33761,6.630527,6.449118,6.44874,6.701885,6.711255,6.824192,6.750127,6.579698,6.880309,7.219798,7.337648,7.500991,7.394937,7.321461
USA.MN,US,Agriculture,CO2,0.288651,0.284905,0.295824,0.31092,0.334722,0.374598,0.36691,0.378465,0.409036,0.39035,0.41434,0.391799,0.392426,0.422192,0.453571,0.366567,0.379883,0.435811,0.414265,0.438238,0.461713,0.48331,0.599488,0.535073,0.503132,0.551866,0.556839,0.537239,0.552426,0.574162,0.589265
USA.MN,US,Agriculture,N2O,17.29157,17.34118,15.50556,18.02128,16.10916,16.87237,15.44845,15.54126,16.30947,16.22848,15.11887,14.92749,16.33574,15.51691,17.50627,17.35243,14.79756,16.01007,16.57299,15.46237,16.43578,15.07469,14.65493,15.90635,18.36858,18.64641,16.94401,16.84205,17.51381,17.75186,16.42422
USA.MN,US,Agriculture,All GHG,23.74026,23.91699,21.94686,24.63459,22.58611,23.62632,22.11042,22.27181,23.10747,22.932,21.91659,21.70688,23.07846,22.27892,24.09349,24.0701,21.51506,23.07641,23.43637,22.34935,23.59938,22.26926,22.07861,23.19155,25.45141,26.07858,24.72064,24.71693,25.56722,25.72096,24.33495
USA.MN,US,Energy,CH4,2.065777,2.07105,2.072243,2.042144,2.034052,1.985277,1.928196,1.889862,1.831282,1.765716,1.739416,1.689478,1.613937,1.573633,1.545933,1.520381,1.476252,1.410595,1.394762,1.35253,1.34536,1.289227,1.274737,1.339344,1.38575,1.394263,1.413317,1.372122,1.455397,1.510247,1.474741
